age,income,engagement_score,visits_per_month,time_on_site,interaction_rate,location,device_type,membership,target
18.0,20000.0,42.94,4.0,0.5,0.0,Urban,Desktop,Free,no
63.0,110466.0,100.0,3.0,21.87,0.05,Suburban,Mobile,Free,yes
24.0,90342.0,46.27,3.0,0.5,0.62,Urban,Mobile,Free,no
63.0,113658.0,100.0,7.0,25.53,0.0,Urban,Mobile,Silver,yes
18.0,108535.0,40.79,5.0,1.08,0.99,Rural,Desktop,Free,no
18.0,42161.0,32.02,4.0,1.55,0.5,Urban,Mobile,Silver,yes
18.0,140165.0,37.19,5.0,7.43,1.0,Urban,Mobile,Silver,no
30.0,35849.0,33.46,5.0,7.16,0.53,Urban,Desktop,Silver,no
20.0,20000.0,36.38,3.0,2.29,0.16,Suburban,Desktop,Gold,no
20.0,106087.0,25.38,6.0,1.78,1.0,Urban,Mobile,Free,no
22.0,106638.0,31.39,2.0,3.94,1.0,Urban,Desktop,Silver,no
18.0,20000.0,0.0,5.0,0.5,0.7,Suburban,Mobile,Platinum,yes
57.0,91567.0,87.09,6.0,12.8,0.1,Suburban,Desktop,Free,yes
24.0,20000.0,32.71,3.0,0.5,0.0,Suburban,Mobile,Free,no
28.0,23750.0,5.16,6.0,0.5,0.67,Urban,Mobile,Free,yes
18.0,118408.0,25.8,6.0,5.79,1.0,Suburban,Mobile,Free,no
18.0,20000.0,5.0,6.0,0.5,0.22,Urban,Desktop,Free,yes
18.0,125296.0,35.31,3.0,4.14,1.0,Urban,Desktop,Silver,no
18.0,84536.0,23.14,2.0,0.5,1.0,Rural,Mobile,Free,no
22.0,25391.0,47.22,6.0,3.42,0.06,Rural,Desktop,Platinum,no
18.0,111532.0,39.64,7.0,2.64,1.0,Urban,Desktop,Gold,no
18.0,58598.0,53.95,8.0,11.17,0.57,Suburban,Mobile,Free,no
18.0,27994.0,27.21,5.0,8.56,0.76,Urban,Desktop,Free,no
49.0,85587.0,100.0,3.0,17.96,0.0,Urban,Desktop,Free,yes
29.0,46088.0,48.1,6.0,8.07,0.38,Suburban,Desktop,Silver,no
22.0,54105.0,79.82,3.0,5.51,0.0,Suburban,Mobile,Silver,yes
23.0,76097.0,50.69,6.0,0.5,0.35,Urban,Tablet,Free,no
18.0,20000.0,25.2,5.0,0.5,0.12,Suburban,Desktop,Gold,no
18.0,77724.0,34.66,5.0,0.5,0.66,Suburban,Mobile,Gold,no
18.0,97463.0,37.47,2.0,0.5,0.93,Suburban,Mobile,Free,no
23.0,20000.0,16.71,3.0,0.5,0.2,Suburban,Mobile,Silver,no
18.0,51667.0,35.85,7.0,15.92,1.0,Suburban,Mobile,Free,no
20.0,114159.0,30.0,5.0,4.48,1.0,Urban,Tablet,Free,no
53.0,101524.0,87.11,10.0,12.71,0.21,Suburban,Desktop,Free,yes
50.0,99573.0,45.82,6.0,0.5,0.57,Rural,Mobile,Gold,yes
27.0,124188.0,34.89,7.0,5.79,1.0,Rural,Desktop,Silver,no
35.0,20000.0,0.0,7.0,2.86,1.0,Suburban,Mobile,Free,yes
48.0,109358.0,79.65,3.0,10.57,0.39,Urban,Tablet,Free,yes
32.0,20000.0,36.54,3.0,0.5,0.0,Rural,Mobile,Free,no
31.0,20000.0,0.0,7.0,4.37,1.0,Suburban,Desktop,Free,yes
28.0,60020.0,29.43,5.0,0.5,0.53,Urban,Desktop,Gold,yes
34.0,37413.0,53.4,3.0,3.0,0.0,Urban,Mobile,Gold,no
70.0,72450.0,100.0,4.0,23.77,0.0,Suburban,Desktop,Silver,yes
23.0,20000.0,0.0,7.0,0.63,1.0,Rural,Mobile,Free,no
19.0,69957.0,83.73,5.0,11.31,0.06,Urban,Mobile,Free,no
26.0,20000.0,34.18,6.0,0.5,0.0,Suburban,Desktop,Free,no
69.0,100102.0,98.24,9.0,16.79,0.04,Suburban,Tablet,Gold,yes
18.0,76128.0,43.06,3.0,0.5,0.35,Suburban,Desktop,Silver,no
18.0,89874.0,18.62,10.0,3.11,1.0,Suburban,Tablet,Silver,no
45.0,118394.0,100.0,2.0,24.15,0.16,Rural,Mobile,Free,yes
28.0,20000.0,40.58,9.0,0.5,0.0,Suburban,Mobile,Gold,no
40.0,128616.0,100.0,5.0,32.73,0.08,Suburban,Mobile,Silver,yes
25.0,59780.0,64.11,7.0,10.1,0.29,Suburban,Mobile,Silver,no
23.0,20000.0,8.61,4.0,3.24,0.76,Rural,Mobile,Free,yes
18.0,101743.0,30.22,4.0,4.39,1.0,Suburban,Mobile,Free,no
31.0,65692.0,87.76,1.0,6.71,0.0,Urban,Tablet,Silver,no
44.0,68863.0,88.45,7.0,6.07,0.0,Rural,Mobile,Free,no
40.0,98803.0,75.43,4.0,9.34,0.36,Urban,Mobile,Free,yes
18.0,106029.0,42.9,7.0,2.77,0.96,Suburban,Mobile,Platinum,no
20.0,44348.0,79.99,3.0,5.2,0.0,Rural,Mobile,Silver,no
23.0,106035.0,44.88,5.0,1.44,0.85,Urban,Desktop,Gold,no
18.0,108717.0,33.87,6.0,3.52,1.0,Suburban,Mobile,Platinum,no
56.0,20000.0,40.35,3.0,0.5,0.0,Suburban,Mobile,Free,no
35.0,116107.0,21.74,4.0,9.57,1.0,Urban,Desktop,Free,no
49.0,55383.0,0.0,4.0,9.6,1.0,Suburban,Mobile,Gold,yes
18.0,110244.0,40.04,5.0,2.79,1.0,Suburban,Mobile,Platinum,no
18.0,20000.0,0.0,5.0,0.5,0.38,Suburban,Desktop,Silver,no
18.0,66239.0,54.75,6.0,11.8,0.63,Urban,Desktop,Free,no
26.0,70173.0,79.21,6.0,9.36,0.06,Rural,Mobile,Gold,no
18.0,32531.0,36.23,3.0,7.11,0.52,Urban,Mobile,Gold,no
30.0,20000.0,0.0,4.0,0.5,1.0,Suburban,Tablet,Free,yes
30.0,37379.0,59.53,5.0,2.7,0.0,Urban,Mobile,Free,no
30.0,20000.0,0.0,9.0,0.5,0.05,Suburban,Mobile,Gold,no
62.0,45660.0,100.0,7.0,28.37,0.0,Suburban,Desktop,Silver,yes
39.0,81586.0,18.5,4.0,3.55,1.0,Suburban,Desktop,Free,no
19.0,32469.0,28.89,5.0,8.63,0.69,Suburban,Desktop,Free,yes
70.0,74806.0,100.0,4.0,35.95,0.0,Urban,Desktop,Platinum,yes
68.0,65560.0,98.89,5.0,16.46,0.0,Urban,Desktop,Free,no
18.0,33623.0,28.76,5.0,9.45,0.76,Suburban,Mobile,Silver,no
24.0,25011.0,1.32,4.0,0.5,0.55,Suburban,Mobile,Free,yes
43.0,112414.0,37.93,1.0,5.78,1.0,Urban,Mobile,Free,no
26.0,115471.0,48.13,4.0,3.98,0.95,Suburban,Mobile,Gold,no
18.0,118155.0,32.29,5.0,4.77,1.0,Rural,Mobile,Platinum,no
38.0,92258.0,45.53,8.0,3.35,0.7,Urban,Mobile,Free,no
20.0,82382.0,34.87,-0.0,0.5,0.71,Suburban,Mobile,Silver,no
24.0,141864.0,40.61,9.0,9.26,1.0,Suburban,Mobile,Free,no
18.0,76757.0,89.13,8.0,11.42,0.05,Urban,Desktop,Free,no
42.0,129486.0,100.0,3.0,40.05,0.0,Suburban,Mobile,Gold,yes
52.0,56704.0,56.39,5.0,1.82,0.01,Urban,Desktop,Free,yes
61.0,34909.0,100.0,4.0,26.02,0.0,Rural,Tablet,Silver,yes
60.0,100811.0,61.01,2.0,4.36,0.41,Suburban,Desktop,Silver,yes
36.0,20000.0,0.0,1.0,0.5,1.0,Suburban,Mobile,Silver,no
44.0,73099.0,55.51,5.0,2.06,0.23,Urban,Mobile,Silver,yes
56.0,122144.0,100.0,4.0,19.46,0.27,Suburban,Mobile,Silver,yes
24.0,38585.0,14.72,3.0,6.98,0.96,Urban,Desktop,Silver,no
41.0,88186.0,35.86,6.0,2.38,0.8,Urban,Mobile,Silver,no
26.0,111705.0,52.74,5.0,4.33,0.83,Rural,Mobile,Platinum,no
18.0,101240.0,44.02,3.0,0.85,0.86,Urban,Tablet,Free,no
18.0,20000.0,8.96,3.0,4.75,0.65,Suburban,Desktop,Gold,yes
18.0,73276.0,18.45,8.0,0.5,1.0,Rural,Mobile,Silver,no
64.0,52751.0,87.49,5.0,12.61,0.0,Suburban,Desktop,Silver,yes
21.0,122807.0,30.27,6.0,7.61,1.0,Suburban,Mobile,Silver,no
29.0,21525.0,45.4,8.0,0.5,0.0,Urban,Mobile,Free,no
42.0,96948.0,48.8,5.0,2.87,0.64,Urban,Mobile,Free,no
57.0,109707.0,100.0,4.0,32.43,0.0,Rural,Mobile,Free,no
18.0,106465.0,42.79,3.0,2.38,0.98,Suburban,Mobile,Silver,no
37.0,20000.0,0.0,6.0,1.54,1.0,Rural,Desktop,Free,yes
18.0,43392.0,59.93,5.0,10.54,0.3,Urban,Mobile,Free,no
29.0,29926.0,86.01,3.0,0.5,0.0,Suburban,Mobile,Platinum,no
18.0,20000.0,0.0,6.0,0.5,0.44,Rural,Mobile,Free,no
18.0,100730.0,40.34,5.0,2.66,0.95,Suburban,Mobile,Silver,no
18.0,32158.0,25.7,3.0,0.5,0.5,Rural,Mobile,Silver,yes
39.0,20000.0,0.0,1.0,0.5,0.33,Suburban,Mobile,Free,no
70.0,102997.0,100.0,3.0,31.41,0.0,Urban,Mobile,Silver,yes
21.0,94039.0,33.23,7.0,1.65,0.98,Urban,Mobile,Platinum,no
57.0,130739.0,100.0,3.0,18.06,0.4,Urban,Desktop,Free,yes
22.0,114011.0,33.93,9.0,3.74,1.0,Urban,Mobile,Free,no
35.0,23967.0,48.7,3.0,0.5,0.0,Suburban,Mobile,Platinum,no
18.0,108123.0,42.68,4.0,0.74,0.96,Suburban,Desktop,Gold,no
22.0,68785.0,71.3,5.0,11.82,0.3,Urban,Desktop,Free,no
49.0,94994.0,55.87,4.0,6.47,0.57,Suburban,Desktop,Free,no
18.0,65618.0,58.39,4.0,13.23,0.61,Suburban,Mobile,Free,no
31.0,114403.0,42.05,9.0,7.5,1.0,Suburban,Mobile,Free,no
39.0,108412.0,100.0,3.0,33.73,0.0,Suburban,Desktop,Free,yes
39.0,20000.0,0.0,6.0,0.5,1.0,Urban,Desktop,Platinum,yes
39.0,29295.0,0.0,2.0,8.54,1.0,Rural,Tablet,Gold,yes
53.0,73085.0,100.0,4.0,22.07,0.0,Urban,Desktop,Gold,no
38.0,115650.0,47.61,8.0,8.26,1.0,Suburban,Mobile,Platinum,no
24.0,20000.0,33.56,5.0,0.5,0.0,Urban,Desktop,Gold,no
34.0,35807.0,54.51,2.0,1.67,0.0,Suburban,Tablet,Free,no
22.0,41656.0,34.98,6.0,10.3,0.71,Rural,Mobile,Free,no
28.0,91721.0,45.84,1.0,2.47,0.7,Urban,Mobile,Free,no
25.0,79659.0,25.86,10.0,1.44,0.96,Suburban,Desktop,Free,no
18.0,20000.0,0.0,2.0,2.6,0.64,Urban,Desktop,Platinum,yes
59.0,86337.0,41.74,6.0,8.05,0.78,Rural,Tablet,Silver,no
45.0,35493.0,57.65,6.0,2.81,0.0,Rural,Desktop,Free,no
38.0,36964.0,39.28,7.0,4.13,0.29,Suburban,Mobile,Platinum,no
19.0,36741.0,46.24,6.0,6.86,0.33,Suburban,Desktop,Free,no
23.0,87517.0,46.3,6.0,0.5,0.47,Suburban,Mobile,Silver,no
18.0,20000.0,8.92,6.0,2.66,0.66,Suburban,Mobile,Silver,yes
29.0,20000.0,7.25,6.0,0.5,0.22,Urban,Mobile,Free,no
18.0,122667.0,47.77,4.0,5.14,1.0,Rural,Desktop,Gold,no
24.0,51549.0,23.81,4.0,0.5,0.49,Urban,Mobile,Free,no
25.0,70281.0,33.88,6.0,0.5,0.59,Urban,Mobile,Free,no
31.0,91666.0,31.24,2.0,4.54,1.0,Urban,Mobile,Silver,no
18.0,91685.0,32.89,3.0,0.5,0.92,Rural,Mobile,Free,no
18.0,20000.0,44.38,3.0,2.17,-0.0,Urban,Mobile,Free,no
27.0,83407.0,46.78,4.0,0.5,0.49,Rural,Mobile,Gold,no
18.0,85017.0,46.0,1.0,0.5,0.49,Urban,Desktop,Silver,no
28.0,47971.0,39.92,1.0,7.42,0.54,Suburban,Desktop,Silver,no
54.0,87510.0,43.84,3.0,6.99,0.73,Urban,Desktop,Silver,no
53.0,72050.0,42.25,8.0,0.5,0.36,Suburban,Mobile,Silver,no
32.0,20000.0,26.65,8.0,0.58,0.19,Urban,Mobile,Silver,no
18.0,20000.0,1.89,4.0,0.5,0.36,Urban,Mobile,Free,yes
32.0,53575.0,26.67,4.0,5.4,0.78,Suburban,Desktop,Free,yes
25.0,38122.0,86.86,3.0,1.01,0.0,Urban,Desktop,Gold,no
33.0,129095.0,45.26,7.0,6.75,1.0,Urban,Desktop,Gold,no
18.0,20000.0,0.0,7.0,3.88,1.0,Suburban,Mobile,Silver,no
31.0,20000.0,71.6,5.0,0.5,0.0,Rural,Mobile,Free,no
38.0,53609.0,84.46,2.0,5.12,0.0,Urban,Desktop,Silver,no
24.0,85040.0,25.17,6.0,2.1,1.0,Rural,Desktop,Gold,no
41.0,20000.0,18.72,2.0,0.5,0.13,Rural,Tablet,Gold,no
18.0,20000.0,3.15,6.0,1.34,0.79,Urban,Mobile,Free,yes
61.0,74324.0,89.14,7.0,13.28,0.0,Rural,Desktop,Free,yes
60.0,34244.0,84.46,6.0,11.49,0.0,Rural,Mobile,Gold,yes
43.0,105312.0,52.03,5.0,1.02,0.59,Suburban,Desktop,Silver,yes
26.0,20000.0,41.23,7.0,0.5,0.0,Suburban,Mobile,Free,no
33.0,57462.0,83.07,3.0,5.49,0.0,Urban,Mobile,Free,no
20.0,126506.0,50.26,5.0,5.91,1.0,Rural,Mobile,Silver,no
47.0,125127.0,52.22,7.0,8.48,1.0,Suburban,Mobile,Gold,no
24.0,104937.0,32.88,9.0,4.09,1.0,Suburban,Desktop,Silver,no
18.0,32419.0,33.77,4.0,0.5,0.3,Suburban,Mobile,Free,yes
32.0,97843.0,41.6,4.0,2.6,0.83,Rural,Mobile,Free,no
70.0,53835.0,64.42,5.0,5.15,0.0,Suburban,Desktop,Free,yes
70.0,46215.0,100.0,7.0,35.29,0.0,Urban,Mobile,Gold,yes
47.0,55989.0,25.3,7.0,0.5,0.49,Urban,Mobile,Silver,no
32.0,110292.0,31.74,6.0,4.31,1.0,Urban,Mobile,Free,no
49.0,58747.0,41.67,2.0,0.5,0.21,Suburban,Mobile,Gold,no
41.0,20000.0,7.13,4.0,0.5,0.05,Suburban,Desktop,Free,no
35.0,26510.0,61.03,5.0,0.5,0.0,Suburban,Tablet,Free,no
26.0,78666.0,44.86,6.0,0.5,0.34,Urban,Mobile,Free,no
18.0,20000.0,0.0,5.0,0.5,0.65,Urban,Mobile,Gold,yes
29.0,110152.0,58.16,5.0,3.41,0.66,Suburban,Desktop,Gold,yes
23.0,20000.0,0.0,7.0,0.5,0.79,Urban,Tablet,Silver,no
43.0,31765.0,0.0,6.0,4.45,1.0,Urban,Mobile,Silver,yes
38.0,20000.0,0.0,6.0,0.5,1.0,Suburban,Mobile,Free,yes
43.0,20000.0,0.0,6.0,0.5,1.0,Urban,Mobile,Platinum,yes
18.0,113738.0,43.95,5.0,2.22,0.99,Urban,Mobile,Gold,no
18.0,104455.0,42.83,2.0,0.5,0.85,Suburban,Desktop,Gold,no
70.0,77438.0,100.0,6.0,27.99,0.0,Urban,Mobile,Silver,yes
18.0,124589.0,41.43,7.0,3.53,1.0,Suburban,Desktop,Free,no
30.0,32824.0,6.08,5.0,3.46,0.93,Suburban,Desktop,Free,yes
46.0,79650.0,92.0,6.0,7.99,0.0,Urban,Mobile,Free,no
58.0,50393.0,0.0,6.0,6.78,1.0,Urban,Mobile,Platinum,yes
33.0,56619.0,36.02,5.0,0.5,0.29,Suburban,Desktop,Free,no
32.0,87174.0,42.08,3.0,0.5,0.64,Urban,Mobile,Free,no
18.0,20000.0,0.0,8.0,0.5,0.89,Suburban,Desktop,Silver,no
26.0,129748.0,29.85,8.0,8.34,1.0,Urban,Mobile,Free,no
18.0,140825.0,33.71,3.0,10.5,1.0,Urban,Desktop,Free,no
44.0,93955.0,39.0,5.0,2.37,0.78,Rural,Mobile,Gold,no
70.0,63984.0,94.91,6.0,14.97,0.0,Urban,Desktop,Gold,yes
59.0,73833.0,85.12,0.0,11.94,0.0,Suburban,Desktop,Gold,yes
28.0,25463.0,43.5,6.0,3.29,0.11,Urban,Tablet,Free,no
39.0,77105.0,72.93,3.0,10.41,0.23,Rural,Desktop,Silver,no
23.0,69577.0,26.13,1.0,0.5,0.77,Rural,Mobile,Gold,no
30.0,89264.0,28.08,3.0,3.19,1.0,Suburban,Mobile,Free,no
19.0,115800.0,34.01,5.0,5.57,1.0,Suburban,Desktop,Free,no
43.0,69821.0,29.59,8.0,2.04,0.72,Urban,Mobile,Free,no
19.0,20000.0,12.47,3.0,4.91,0.7,Urban,Mobile,Silver,no
29.0,59569.0,59.76,4.0,8.59,0.3,Urban,Mobile,Gold,no
25.0,98481.0,41.37,3.0,3.92,0.92,Suburban,Mobile,Silver,no
30.0,66367.0,31.79,5.0,0.5,0.58,Urban,Desktop,Silver,no
27.0,62099.0,56.46,4.0,11.11,0.49,Suburban,Mobile,Free,no
38.0,139761.0,37.38,3.0,12.54,1.0,Suburban,Mobile,Gold,no
18.0,28330.0,21.63,7.0,9.24,0.86,Suburban,Desktop,Free,no
52.0,132162.0,100.0,4.0,32.99,0.04,Rural,Mobile,Free,yes
27.0,35927.0,5.68,4.0,11.33,1.0,Urban,Desktop,Silver,yes
18.0,86547.0,59.53,6.0,0.5,0.24,Urban,Desktop,Silver,no
18.0,92686.0,33.7,3.0,0.5,0.91,Urban,Mobile,Free,no
20.0,92738.0,47.43,3.0,0.5,0.61,Urban,Mobile,Free,no
18.0,20000.0,39.92,5.0,1.47,0.02,Suburban,Desktop,Free,no
46.0,76498.0,43.85,6.0,0.5,0.36,Rural,Mobile,Gold,yes
46.0,65129.0,74.45,8.0,6.39,0.0,Rural,Mobile,Gold,no
40.0,52089.0,24.57,6.0,5.78,0.78,Suburban,Mobile,Free,yes
18.0,59733.0,46.29,3.0,9.32,0.65,Urban,Desktop,Gold,yes
40.0,20000.0,46.16,5.0,0.5,0.0,Suburban,Mobile,Silver,no
18.0,38177.0,37.99,2.0,6.36,0.49,Suburban,Desktop,Free,no
36.0,40623.0,32.24,9.0,5.42,0.52,Urban,Mobile,Free,no
18.0,82605.0,27.62,3.0,0.5,0.91,Suburban,Mobile,Silver,no
30.0,20000.0,26.73,5.0,0.5,0.04,Urban,Mobile,Silver,no
18.0,20000.0,0.0,6.0,3.25,0.8,Urban,Mobile,Free,no
18.0,94908.0,49.2,6.0,0.5,0.59,Suburban,Desktop,Gold,no
29.0,20181.0,62.54,6.0,0.73,0.0,Rural,Mobile,Free,no
30.0,37446.0,9.48,4.0,7.02,1.0,Urban,Tablet,Free,no
27.0,37146.0,4.27,10.0,0.5,0.82,Rural,Mobile,Silver,yes
20.0,36943.0,28.33,7.0,6.61,0.68,Urban,Mobile,Silver,yes
27.0,70215.0,28.96,3.0,0.5,0.65,Urban,Mobile,Free,no
24.0,120558.0,36.33,2.0,5.41,1.0,Urban,Mobile,Silver,no
26.0,87873.0,31.83,6.0,2.44,0.95,Suburban,Tablet,Free,no
48.0,45946.0,0.0,3.0,11.6,1.0,Urban,Mobile,Silver,yes
27.0,20000.0,0.0,10.0,4.09,1.0,Urban,Mobile,Free,yes
51.0,132963.0,100.0,8.0,19.52,0.42,Suburban,Desktop,Gold,yes
70.0,87136.0,100.0,7.0,20.47,0.0,Suburban,Mobile,Gold,yes
18.0,163862.0,29.24,5.0,13.84,1.0,Rural,Mobile,Silver,no
25.0,20000.0,0.0,6.0,3.4,1.0,Suburban,Desktop,Free,yes
23.0,110737.0,34.51,3.0,3.26,1.0,Rural,Mobile,Free,no
19.0,104184.0,26.75,1.0,6.03,1.0,Suburban,Mobile,Gold,no
30.0,20000.0,0.0,4.0,0.5,0.88,Rural,Mobile,Free,yes
38.0,76952.0,26.63,3.0,2.71,0.9,Rural,Desktop,Silver,no
35.0,69091.0,36.99,3.0,12.75,0.97,Urban,Mobile,Gold,yes
64.0,102019.0,92.72,7.0,14.81,0.13,Rural,Desktop,Free,yes
41.0,58426.0,25.04,6.0,8.51,0.93,Urban,Mobile,Silver,yes
18.0,149892.0,43.03,4.0,6.84,1.0,Urban,Desktop,Free,no
68.0,86267.0,97.82,6.0,16.34,0.0,Urban,Desktop,Silver,yes
27.0,82915.0,84.98,4.0,12.06,0.16,Urban,Mobile,Silver,no
35.0,50521.0,2.14,6.0,4.08,1.0,Suburban,Mobile,Gold,yes
51.0,83935.0,100.0,4.0,27.54,0.0,Urban,Desktop,Free,yes
25.0,20000.0,50.39,2.0,0.5,0.0,Rural,Mobile,Free,no
30.0,20000.0,8.84,8.0,2.37,0.64,Urban,Mobile,Gold,no
53.0,107869.0,90.4,4.0,14.17,0.26,Suburban,Mobile,Free,yes
18.0,20000.0,0.0,8.0,0.5,0.86,Suburban,Desktop,Free,yes
35.0,85046.0,100.0,4.0,8.13,0.0,Urban,Mobile,Free,no
24.0,72048.0,28.19,4.0,0.5,0.77,Suburban,Mobile,Free,no
20.0,69867.0,49.13,6.0,0.5,0.32,Rural,Mobile,Gold,no
51.0,84376.0,100.0,4.0,27.68,0.0,Suburban,Desktop,Gold,yes
18.0,20000.0,37.76,8.0,0.5,0.0,Rural,Mobile,Gold,no
18.0,87598.0,31.46,5.0,0.5,0.83,Suburban,Mobile,Silver,no
54.0,125838.0,100.0,5.0,24.73,0.17,Urban,Tablet,Gold,yes
29.0,119345.0,47.81,6.0,6.37,1.0,Urban,Mobile,Free,no
21.0,20000.0,1.65,4.0,0.5,0.63,Urban,Mobile,Free,yes
18.0,57402.0,37.95,5.0,13.88,0.96,Suburban,Desktop,Free,no
21.0,62295.0,40.33,4.0,10.13,0.8,Rural,Desktop,Silver,no
19.0,101042.0,49.93,6.0,1.5,0.72,Urban,Tablet,Silver,no
18.0,20000.0,7.95,1.0,11.39,0.96,Urban,Desktop,Silver,yes
50.0,96081.0,96.63,7.0,15.97,0.09,Suburban,Mobile,Free,yes
34.0,83340.0,100.0,6.0,9.95,0.0,Rural,Mobile,Silver,no
70.0,53100.0,100.0,4.0,32.86,0.0,Rural,Mobile,Free,yes
30.0,119898.0,38.16,9.0,6.12,1.0,Urban,Mobile,Silver,no
28.0,25501.0,8.55,3.0,2.75,0.79,Suburban,Desktop,Free,yes
18.0,85351.0,35.01,7.0,0.5,0.78,Rural,Mobile,Gold,no
47.0,26714.0,30.24,9.0,1.83,0.25,Urban,Mobile,Free,no
31.0,20000.0,22.03,8.0,0.5,0.0,Urban,Mobile,Silver,no
36.0,35383.0,56.6,1.0,1.66,0.0,Urban,Mobile,Gold,no
26.0,94385.0,73.93,8.0,0.5,0.0,Suburban,Mobile,Free,yes
22.0,111781.0,38.8,7.0,2.58,1.0,Urban,Mobile,Silver,no
53.0,70758.0,56.0,4.0,1.99,0.16,Suburban,Desktop,Silver,yes
33.0,94315.0,56.12,2.0,0.5,0.34,Urban,Mobile,Free,no
18.0,20000.0,0.0,6.0,6.46,1.0,Suburban,Mobile,Free,yes
70.0,122470.0,74.59,9.0,9.16,0.47,Urban,Mobile,Free,yes
18.0,94304.0,35.43,7.0,0.5,0.84,Rural,Desktop,Free,no
53.0,126296.0,90.33,6.0,14.59,0.46,Urban,Mobile,Free,yes
35.0,90044.0,49.48,3.0,2.46,0.58,Suburban,Mobile,Gold,no
30.0,91338.0,100.0,6.0,10.12,0.0,Rural,Mobile,Platinum,no
47.0,43728.0,100.0,5.0,0.5,0.0,Urban,Tablet,Gold,no
18.0,54203.0,79.95,4.0,7.41,0.0,Suburban,Desktop,Gold,no
18.0,116805.0,40.07,3.0,0.5,1.0,Rural,Mobile,Silver,no
37.0,20000.0,25.49,4.0,0.5,0.0,Urban,Desktop,Free,no
20.0,31418.0,31.91,4.0,6.35,0.54,Suburban,Mobile,Platinum,no
20.0,20000.0,0.0,3.0,0.5,1.0,Suburban,Desktop,Free,yes
27.0,24715.0,54.9,3.0,1.99,0.0,Urban,Mobile,Free,no
18.0,20000.0,27.46,11.0,4.4,0.36,Rural,Mobile,Free,no
18.0,30127.0,63.78,2.0,6.39,0.0,Suburban,Mobile,Silver,no
48.0,73324.0,26.09,5.0,2.86,0.83,Suburban,Mobile,Gold,no
28.0,20000.0,0.0,7.0,0.5,0.42,Suburban,Mobile,Silver,no
25.0,105755.0,18.59,7.0,6.6,1.0,Urban,Mobile,Free,no
45.0,57517.0,98.9,4.0,16.32,0.0,Urban,Mobile,Free,yes
44.0,90449.0,41.75,6.0,5.5,0.8,Urban,Mobile,Silver,no
33.0,31022.0,75.05,5.0,0.83,0.0,Suburban,Mobile,Gold,no
40.0,36698.0,0.0,3.0,0.5,1.0,Suburban,Mobile,Silver,yes
23.0,118515.0,20.26,3.0,7.92,1.0,Urban,Mobile,Free,no
18.0,96303.0,32.56,5.0,4.04,1.0,Urban,Desktop,Free,no
33.0,103167.0,37.5,7.0,5.82,1.0,Rural,Mobile,Free,no
31.0,78757.0,43.65,7.0,0.5,0.5,Urban,Mobile,Gold,no
35.0,20000.0,22.56,5.0,0.5,0.0,Rural,Tablet,Free,no
36.0,45428.0,0.47,5.0,3.66,1.0,Urban,Desktop,Free,yes
22.0,20000.0,0.0,3.0,6.38,1.0,Urban,Mobile,Free,yes
18.0,20000.0,11.01,4.0,0.5,0.0,Urban,Mobile,Free,no
32.0,77049.0,24.78,6.0,0.5,0.85,Urban,Mobile,Gold,no
50.0,87831.0,39.36,5.0,4.0,0.74,Suburban,Mobile,Gold,no
70.0,120983.0,100.0,6.0,31.96,0.0,Urban,Mobile,Silver,yes
18.0,165875.0,42.65,1.0,14.7,1.0,Urban,Mobile,Free,no
22.0,20000.0,45.21,5.0,0.5,0.0,Rural,Tablet,Free,no
18.0,108625.0,38.91,2.0,2.65,1.0,Suburban,Mobile,Gold,no
30.0,134699.0,49.3,4.0,6.73,1.0,Suburban,Mobile,Silver,no
32.0,20000.0,0.0,5.0,6.37,1.0,Urban,Mobile,Free,yes
18.0,20000.0,36.05,5.0,3.23,0.21,Suburban,Tablet,Silver,yes
18.0,120362.0,35.23,9.0,4.75,1.0,Urban,Mobile,Free,no
22.0,105847.0,14.16,7.0,7.17,1.0,Urban,Mobile,Free,no
40.0,28960.0,51.37,5.0,0.5,0.0,Urban,Mobile,Free,no
18.0,20000.0,0.0,4.0,0.5,0.76,Suburban,Mobile,Free,yes
18.0,20000.0,12.3,7.0,0.5,0.35,Urban,Mobile,Free,no
70.0,100768.0,100.0,7.0,34.34,0.0,Rural,Mobile,Free,yes
31.0,37090.0,80.11,3.0,1.62,0.0,Urban,Mobile,Platinum,no
18.0,20000.0,0.0,3.0,0.5,1.0,Urban,Mobile,Free,yes
40.0,91563.0,35.45,7.0,5.51,0.95,Suburban,Mobile,Free,no
18.0,20000.0,6.74,2.0,1.28,0.62,Urban,Mobile,Gold,no
70.0,20000.0,96.29,5.0,15.21,0.0,Suburban,Mobile,Gold,yes
18.0,20000.0,0.0,9.0,1.06,0.69,Rural,Desktop,Gold,yes
18.0,20000.0,32.19,3.0,0.5,0.0,Suburban,Desktop,Gold,no
18.0,20000.0,0.0,5.0,4.06,0.84,Urban,Desktop,Free,no
49.0,116350.0,100.0,6.0,25.34,0.07,Suburban,Mobile,Silver,yes
19.0,85249.0,30.05,3.0,1.53,0.95,Rural,Mobile,Free,no
18.0,90158.0,28.34,3.0,0.5,0.97,Suburban,Mobile,Platinum,no
32.0,20000.0,13.18,4.0,0.5,0.0,Urban,Mobile,Free,no
27.0,115303.0,22.16,2.0,8.19,1.0,Urban,Mobile,Silver,no
34.0,20000.0,0.0,9.0,8.14,1.0,Suburban,Tablet,Free,yes
